NIVNOME;TERCODIGO;TERNOME;TERNOMEPADRAO;TERCAPITAL;TERAREA;NIVAMC
AMC 60-00;42AMC6097044;AMC6097 044;AMC6097 044;;1050.6;True
AMC 60-00;42AMC6097045;AMC6097 045;AMC6097 045;;349.79999999999995;True
AMC 60-00;42AMC6097046;AMC6097 046;AMC6097 046;;1904.8000000000002;True
AMC 60-00;42AMC6097047;AMC6097 047;AMC6097 047;;870.7;True
AMC 60-00;42AMC6097048;AMC6097 048;AMC6097 048;;419.5;True
AMC 60-00;42AMC6097049;AMC6097 049;AMC6097 049;;732.5;True
AMC 60-00;42AMC6097050;AMC6097 050;AMC6097 050;;1713.4;True
AMC 60-00;42AMC6097051;AMC6097 051;AMC6097 051;;430.29999999999995;True
AMC 60-00;42AMC6097052;AMC6097 052;AMC6097 052;;686.0;True
AMC 60-00;42AMC6097053;AMC6097 053;AMC6097 053;;383.9;True
AMC 60-00;42AMC6097054;AMC6097 054;AMC6097 054;;858.3;True
AMC 60-00;42AMC6097055;AMC6097 055;AMC6097 055;;1080.6;True
AMC 60-00;42AMC6097056;AMC6097 056;AMC6097 056;;1352.7;True
AMC 60-00;42AMC6097057;AMC6097 057;AMC6097 057;;398.70000000000005;True
AMC 60-00;42AMC6097058;AMC6097 058;AMC6097 058;;568.7;True
AMC 60-00;42AMC6097059;AMC6097 059;AMC6097 059;;3221.8;True
AMC 70-00;42AMC7097001;AMC7097 001;AMC7097 001;False;392.09999999999997;True
AMC 70-00;42AMC7097002;AMC7097 002;AMC7097 002;False;293.8;True
AMC 70-00;42AMC7097003;AMC7097 003;AMC7097 003;False;761.1;True
AMC 70-00;42AMC7097004;AMC7097 004;AMC7097 004;False;1236.2;True
AMC 70-00;42AMC7097005;AMC7097 005;AMC7097 005;False;2237.5;True
AMC 70-00;42AMC7097006;AMC7097 006;AMC7097 006;False;3030.6000000000004;True
AMC 70-00;42AMC7097007;AMC7097 007;AMC7097 007;False;1671.3999999999999;True
AMC 70-00;42AMC7097008;AMC7097 008;AMC7097 008;False;504.3;True
AMC 70-00;42AMC7097009;AMC7097 009;AMC7097 009;False;204.6;True
AMC 70-00;42AMC7097010;AMC7097 010;AMC7097 010;False;1052.1000000000001;True
AMC 70-00;42AMC7097011;AMC7097 011;AMC7097 011;False;1233.3;True
AMC 70-00;42AMC7097012;AMC7097 012;AMC7097 012;False;467.30000000000007;True
AMC 70-00;42AMC7097013;AMC7097 013;AMC7097 013;False;394.0;True
AMC 70-00;42AMC7097014;AMC7097 014;AMC7097 014;False;376.70000000000005;True
AMC 70-00;42AMC7097015;AMC7097 015;AMC7097 015;False;1845.7;True
AMC 70-00;42AMC7097016;AMC7097 016;AMC7097 016;False;222.7;True
AMC 70-00;42AMC7097017;AMC7097 017;AMC7097 017;False;755.8;True
AMC 70-00;42AMC7097018;AMC7097 018;AMC7097 018;False;1050.9;True
AMC 70-00;42AMC7097019;AMC7097 019;AMC7097 019;False;919.0;True
AMC 70-00;42AMC7097020;AMC7097 020;AMC7097 020;False;1964.8;True
AMC 70-00;42AMC7097021;AMC7097 021;AMC7097 021;False;449.6;True
AMC 70-00;42AMC7097022;AMC7097 022;AMC7097 022;False;411.2;True
AMC 70-00;42AMC7097023;AMC7097 023;AMC7097 023;False;357.3;True
AMC 70-00;42AMC7097024;AMC7097 024;AMC7097 024;False;7103.5;True
AMC 70-00;42AMC7097025;AMC7097 025;AMC7097 025;False;437.1;True
AMC 70-00;42AMC7097026;AMC7097 026;AMC7097 026;False;1172.9;True
AMC 70-00;42AMC7097027;AMC7097 027;AMC7097 027;False;1159.5;True
AMC 70-00;42AMC7097028;AMC7097 028;AMC7097 028;False;130.4;True
AMC 70-00;42AMC7097029;AMC7097 029;AMC7097 029;False;532.4;True
AMC 70-00;42AMC7097030;AMC7097 030;AMC7097 030;False;4304.2;True
AMC 70-00;42AMC7097031;AMC7097 031;AMC7097 031;False;413.7;True
AMC 70-00;42AMC7097032;AMC7097 032;AMC7097 032;False;484.79999999999995;True
AMC 70-00;42AMC7097033;AMC7097 033;AMC7097 033;False;1055.0;True
AMC 70-00;42AMC7097034;AMC7097 034;AMC7097 034;False;265.8;True
AMC 70-00;42AMC7097035;AMC7097 035;AMC7097 035;False;2166.7999999999997;True
AMC 70-00;42AMC7097036;AMC7097 036;AMC7097 036;False;255.9;True
AMC 70-00;42AMC7097037;AMC7097 037;AMC7097 037;False;349.79999999999995;True
AMC 70-00;42AMC7097038;AMC7097 038;AMC7097 038;False;2179.9;True
AMC 70-00;42AMC7097039;AMC7097 039;AMC7097 039;False;1904.8000000000002;True
AMC 70-00;42AMC7097040;AMC7097 040;AMC7097 040;False;658.7;True
AMC 70-00;42AMC7097041;AMC7097 041;AMC7097 041;False;419.5;True
AMC 70-00;42AMC7097042;AMC7097 042;AMC7097 042;False;466.7;True
AMC 70-00;42AMC7097043;AMC7097 043;AMC7097 043;False;1049.1;True
AMC 70-00;42AMC7097044;AMC7097 044;AMC7097 044;False;607.0;True
AMC 70-00;42AMC7097045;AMC7097 045;AMC7097 045;False;191.6;True
AMC 70-00;42AMC7097046;AMC7097 046;AMC7097 046;False;331.0;True
AMC 70-00;42AMC7097047;AMC7097 047;AMC7097 047;False;309.20000000000005;True
AMC 70-00;42AMC7097048;AMC7097 048;AMC7097 048;False;1352.7;True
AMC 70-00;42AMC7097049;AMC7097 049;AMC7097 049;False;315.9;True
AMC 70-00;42AMC7097050;AMC7097 050;AMC7097 050;False;490.2;True
AMC 70-00;42AMC7097051;AMC7097 051;AMC7097 051;False;2514.3;True
AMC 91-00;42AMC9197001;AMC9197 001;AMC9197 001;False;392.09999999999997;True
AMC 91-00;42AMC9197002;AMC9197 002;AMC9197 002;False;293.8;True
AMC 91-00;42AMC9197003;AMC9197 003;AMC9197 003;False;1236.2;True
AMC 91-00;42AMC9197004;AMC9197 004;AMC9197 004;False;2047.6;True
AMC 91-00;42AMC9197005;AMC9197 005;AMC9197 005;False;2832.6000000000004;True
AMC 91-00;42AMC9197006;AMC9197 006;AMC9197 006;False;1671.3999999999999;True
AMC 91-00;42AMC9197007;AMC9197 007;AMC9197 007;False;504.3;True
AMC 91-00;42AMC9197008;AMC9197 008;AMC9197 008;False;204.6;True
AMC 91-00;42AMC9197009;AMC9197 009;AMC9197 009;False;1052.1000000000001;True
AMC 91-00;42AMC9197010;AMC9197 010;AMC9197 010;False;1043.0;True
AMC 91-00;42AMC9197011;AMC9197 011;AMC9197 011;False;467.30000000000007;True
AMC 91-00;42AMC9197012;AMC9197 012;AMC9197 012;False;1845.7;True
AMC 91-00;42AMC9197013;AMC9197 013;AMC9197 013;False;222.7;True
AMC 91-00;42AMC9197014;AMC9197 014;AMC9197 014;False;1964.8;True
AMC 91-00;42AMC9197015;AMC9197 015;AMC9197 015;False;449.6;True
AMC 91-00;42AMC9197016;AMC9197 016;AMC9197 016;False;411.2;True
AMC 91-00;42AMC9197017;AMC9197 017;AMC9197 017;False;357.3;True
AMC 91-00;42AMC9197018;AMC9197 018;AMC9197 018;False;5263.4;True
AMC 91-00;42AMC9197019;AMC9197 019;AMC9197 019;False;1006.7;True
AMC 91-00;42AMC9197020;AMC9197 020;AMC9197 020;False;437.1;True
AMC 91-00;42AMC9197021;AMC9197 021;AMC9197 021;False;988.6000000000001;True
AMC 91-00;42AMC9197022;AMC9197 022;AMC9197 022;False;1216.4;True
AMC 91-00;42AMC9197023;AMC9197 023;AMC9197 023;False;1159.5;True
AMC 91-00;42AMC9197024;AMC9197 024;AMC9197 024;False;130.4;True
AMC 91-00;42AMC9197025;AMC9197 025;AMC9197 025;False;532.4;True
AMC 91-00;42AMC9197026;AMC9197 026;AMC9197 026;False;413.7;True
AMC 91-00;42AMC9197027;AMC9197 027;AMC9197 027;False;484.79999999999995;True
AMC 91-00;42AMC9197028;AMC9197 028;AMC9197 028;False;1055.0;True
AMC 91-00;42AMC9197029;AMC9197 029;AMC9197 029;False;265.8;True
AMC 91-00;42AMC9197030;AMC9197 030;AMC9197 030;False;255.9;True
AMC 91-00;42AMC9197031;AMC9197 031;AMC9197 031;False;349.79999999999995;True
AMC 91-00;42AMC9197032;AMC9197 032;AMC9197 032;False;2088.7000000000003;True
AMC 91-00;42AMC9197033;AMC9197 033;AMC9197 033;False;1904.8000000000002;True
AMC 91-00;42AMC9197034;AMC9197 034;AMC9197 034;False;658.7;True
AMC 91-00;42AMC9197035;AMC9197 035;AMC9197 035;False;419.5;True
AMC 91-00;42AMC9197036;AMC9197 036;AMC9197 036;False;302.3;True
AMC 91-00;42AMC9197037;AMC9197 037;AMC9197 037;False;1049.1;True
AMC 91-00;42AMC9197038;AMC9197 038;AMC9197 038;False;607.0;True
AMC 91-00;42AMC9197039;AMC9197 039;AMC9197 039;False;191.6;True
AMC 91-00;42AMC9197040;AMC9197 040;AMC9197 040;False;331.0;True
AMC 91-00;42AMC9197041;AMC9197 041;AMC9197 041;False;309.20000000000005;True
AMC 91-00;42AMC9197042;AMC9197 042;AMC9197 042;False;1352.7;True
AMC 91-00;42AMC9197043;AMC9197 043;AMC9197 043;False;315.9;True
AMC 91-00;42AMC9197044;AMC9197 044;AMC9197 044;False;490.2;True
AMC 91-00;42AMC9197045;AMC9197 045;AMC9197 045;False;2153.4;True
AMC 91-00;42AMC9197046;AMC9197 046;AMC9197 046;False;360.9;True
Estados;43;Rio Grande do Sul;RIO GRANDE DO SUL;False;269153.9000000001;False
Área metropolitana;43 ME 01;Área Metropolitana de Porto Alegre - Rio Grande do Sul;Área Metropolitana de Porto Alegre - Rio Grande do Sul;False;9889.600000000002;True
Estado/RM;43_ME_01;Área Metropolitana de Porto Alegre;Área Metropolitana de Porto Alegre;False;0.0;False
Estado/RM;43_UNME_00;Áreas Não Metropolitanas;Áreas Não Metropolitanas;False;0.0;False
Municípios;4300034;Aceguá;ACEGUA;False;0.0;False
Municípios;4300059;Água Santa;AGUA SANTA;False;352.8;False
Microrregiões;43001;Santa Rosa;SANTA ROSA;False;3432.3;False
AMC 91-00;430010;Agudo;AGUDO;False;533.1;True
AMC 60-00;430010;Agudo;AGUDO;;533.1;True
AMC 70-00;430010;Agudo;AGUDO;False;533.1;True
Municípios;4300109;Agudo;AGUDO;False;533.1;False
Microrregiões;43002;Três Passos;TRES PASSOS;False;3869.4;False
Municípios;4300208;Ajuricaba;AJURICABA;False;335.3;False
Microrregiões;43003;Frederico Westphalen;FREDERICO WESTPHALEN;False;5186.9;False
Municípios;4300307;Alecrim;ALECRIM;False;320.1;False
Microrregiões;43004;Erechim;ERECHIM;False;5729.899999999999;False
Municípios;4300406;Alegrete;ALEGRETE;False;7808.8;False
AMC 91-00;430045;Alegria;ALEGRIA;False;175.2;True
Municípios;4300455;Alegria;ALEGRIA;False;175.2;False
Municípios;4300471;Almirante Tamandaré do Sul;ALMIRANTE TAMANDARE DO SUL;False;0.0;False
Microrregiões;43005;Sananduva;SANANDUVA;False;3117.4;False
AMC 91-00;430050;Alpestre;ALPESTRE;False;324.9;True
AMC 70-00;430050;Alpestre;ALPESTRE;False;324.9;True
Municípios;4300505;Alpestre;ALPESTRE;False;324.9;False
AMC 91-00;430055;Alto Alegre;ALTO ALEGRE;False;110.6;True
Municípios;4300554;Alto Alegre;ALTO ALEGRE;False;110.6;False
Municípios;4300570;Alto Feliz;ALTO FELIZ;False;85.3;False
Microrregiões;43006;Cerro Largo;CERRO LARGO;False;2290.9;False
AMC 91-00;430060;Alvorada;ALVORADA;False;72.9;True
AMC 70-00;430060;Alvorada;ALVORADA;False;72.9;True
Municípios;4300604;Alvorada;ALVORADA;False;72.9;False
AMC 91-00;430063;Amaral Ferrador;AMARAL FERRADOR;False;506.6;True
Municípios;4300638;Amaral Ferrador;AMARAL FERRADOR;False;506.6;False
Municípios;4300646;Ametista do Sul;AMETISTA DO SUL;False;75.9;False
AMC 91-00;430066;André da Rocha;ANDRE DA ROCHA;False;333.2;True
Municípios;4300661;André da Rocha;ANDRE DA ROCHA;False;333.2;False
Microrregiões;43007;Santo Ângelo;SANTO ANGELO;False;10887.6;False
Municípios;4300703;Anta Gorda;ANTA GORDA;False;240.3;False
Microrregiões;43008;Ijuí;IJUI;False;5134.799999999999;False
AMC 91-00;430080;Antônio Prado;ANTONIO PRADO;False;343.2;True
Municípios;4300802;Antônio Prado;ANTONIO PRADO;False;343.2;False
Municípios;4300851;Arambaré;ARAMBARE;False;517.5;False
Municípios;4300877;Araricá;ARARICA;False;37.4;False
Microrregiões;43009;Carazinho;CARAZINHO;False;4956.1;False
Municípios;4300901;Aratiba;ARATIBA;False;341.9;False
Mesorregiões;4301;Noroeste Rio-grandense;NOROESTE RIO-GRANDENSE;False;65168.80000000001;False
Microrregiões;43010;Passo Fundo;PASSO FUNDO;False;7068.100000000001;False
Municípios;4301008;Arroio do Meio;ARROIO DO MEIO;False;153.7;False
AMC 91-00;430105;Arroio do Sal;ARROIO DO SAL;False;127.4;True
Municípios;4301057;Arroio do Sal;ARROIO DO SAL;False;127.4;False
Municípios;4301073;Arroio do Padre;ARROIO DO PADRE;False;0.0;False
Microrregiões;43011;Cruz Alta;CRUZ ALTA;False;8410.3;False
AMC 91-00;430110;Arroio dos Ratos;ARROIO DOS RATOS;False;417.4;True
AMC 70-00;430110;Arroio dos Ratos;ARROIO DOS RATOS;False;417.4;True
Municípios;4301107;Arroio dos Ratos;ARROIO DOS RATOS;False;417.4;False
Microrregiões;43012;Não-Me-Toque;NAO-ME-TOQUE;False;1426.7;False
Municípios;4301206;Arroio do Tigre;ARROIO DO TIGRE;False;314.6;False
Microrregiões;43013;Soledade;SOLEDADE;False;3658.4;False
AMC 70-00;430130;Arroio Grande;ARROIO GRANDE;False;2544.8;True
AMC 91-00;430130;Arroio Grande;ARROIO GRANDE;False;2544.8;True
AMC 60-00;430130;Arroio Grande;ARROIO GRANDE;;2544.8;True
Municípios;4301305;Arroio Grande;ARROIO GRANDE;False;2544.8;False
Microrregiões;43014;Guaporé;GUAPORE;False;3624.6;False
Municípios;4301404;Arvorezinha;ARVOREZINHA;False;278.3;False
Microrregiões;43015;Vacaria;VACARIA;False;17270.300000000003;False
Municípios;4301503;Augusto Pestana;AUGUSTO PESTANA;False;388.5;False
Municípios;4301552;Áurea;AUREA;False;159.1;False
Microrregiões;43016;Caxias do Sul;CAXIAS DO SUL;False;4957.6;False
Municípios;4301602;Bagé;BAGE;False;5674.1;False
Municípios;4301636;Balneário Pinhal;BALNEARIO PINHAL;False;106.4;False
Municípios;4301651;Barão;BARAO;False;122.3;False
Microrregiões;43017;Santiago;SANTIAGO;False;10990.5;False
Municípios;4301701;Barão de Cotegipe;BARAO DE COTEGIPE;False;294.6;False
Municípios;4301750;Barão do Triunfo;BARAO DO TRIUNFO;False;436.3;False
Microrregiões;43018;Santa Maria;SANTA MARIA;False;11765.4;False
AMC 91-00;430180;Barracão;BARRACAO;False;526.7;True
AMC 70-00;430180;Barracão;BARRACAO;False;526.7;True
Municípios;4301800;Barracão;BARRACAO;False;526.7;False
Municípios;4301859;Barra do Guarita;BARRA DO GUARITA;False;67.4;False
Municípios;4301875;Barra do Quaraí;BARRA DO QUARAI;False;1055.5;False
Microrregiões;43019;Restinga Seca;RESTINGA SECA;False;3044.1000000000004;False
Municípios;4301909;Barra do Ribeiro;BARRA DO RIBEIRO;False;739.7;False
Municípios;4301925;Barra do Rio Azul;BARRA DO RIO AZUL;False;142.6;False
Municípios;4301958;Barra Funda;BARRA FUNDA;False;64.1;False
Mesorregiões;4302;Nordeste Rio-grandense;NORDESTE RIO-GRANDENSE;False;25852.500000000004;False
Microrregiões;43020;Santa Cruz do Sul;SANTA CRUZ DO SUL;False;5424.2;False
Municípios;4302006;Barros Cassal;BARROS CASSAL;False;648.2;False
Municípios;4302055;Benjamin Constant do Sul;BENJAMIN CONSTANT DO SUL;False;132.6;False
Microrregiões;43021;Lajeado-Estrela;LAJEADO-ESTRELA;False;4056.6;False
Municípios;4302105;Bento Gonçalves;BENTO GONCALVES;False;381.5;False
Municípios;4302154;Boa Vista das Missões;BOA VISTA DAS MISSOES;False;185.7;False
Microrregiões;43022;Cachoeira do Sul;CACHOEIRA DO SUL;False;7724.200000000001;False
Municípios;4302204;Boa Vista do Buricá;BOA VISTA DO BURICA;False;108.7;False
Municípios;4302220;Boa Vista do Cadeado;BOA VISTA DO CADEADO;False;0.0;False
Municípios;4302238;Boa Vista do Incra;BOA VISTA DO INCRA;False;0.0;False
Municípios;4302253;Boa Vista do Sul;BOA VISTA DO SUL;False;95.2;False
Microrregiões;43023;Montenegro;MONTENEGRO;False;2108.2999999999997;False
Municípios;4302303;Bom Jesus;BOM JESUS;False;2633.8;False
AMC 91-00;430235;Bom Princípio;BOM PRINCIPIO;False;90.3;True
Municípios;4302352;Bom Princípio;BOM PRINCIPIO;False;90.3;False
Municípios;4302378;Bom Progresso;BOM PROGRESSO;False;82.8;False
Microrregiões;43024;Gramado-Canela;GRAMADO-CANELA;False;2566.8999999999996;False
Municípios;4302402;Bom Retiro do Sul;BOM RETIRO DO SUL;False;102.7;False
AMC 91-00;430245;Boqueirão do Leão;BOQUEIRAO DO LEAO;False;274.6;True
Municípios;4302451;Boqueirão do Leão;BOQUEIRAO DO LEAO;False;274.6;False
Microrregiões;43025;São Jerônimo;SAO JERONIMO;False;4863.7;False
AMC 91-00;430250;Bossoroca;BOSSOROCA;False;1598.2;True
AMC 70-00;430250;Bossoroca;BOSSOROCA;False;1598.2;True
Municípios;4302501;Bossoroca;BOSSOROCA;False;1598.2;False
Municípios;4302584;Bozano;BOZANO;False;0.0;False
Microrregiões;43026;Porto Alegre;PORTO ALEGRE;False;5606.0;False
AMC 70-00;430260;Braga;BRAGA;False;130.5;True
AMC 91-00;430260;Braga;BRAGA;False;130.5;True
Municípios;4302600;Braga;BRAGA;False;130.5;False
Municípios;4302659;Brochier;BROCHIER;False;115.5;False
Microrregiões;43027;Osório;OSORIO;False;8804.500000000002;False
Municípios;4302709;Butiá;BUTIA;False;745.8;False
Microrregiões;43028;Camaquã;CAMAQUA;False;5829.8;False
AMC 91-00;430280;Caçapava do Sul;CACAPAVA DO SUL;False;3044.8;True
AMC 70-00;430280;Caçapava do Sul;CACAPAVA DO SUL;False;3044.8;True
Municípios;4302808;Caçapava do Sul;CACAPAVA DO SUL;False;3044.8;False
Microrregiões;43029;Campanha Ocidental;CAMPANHA OCIDENTAL;False;31167.5;False
AMC 70-00;430290;Cacequi;CACEQUI;False;2360.5;True
AMC 91-00;430290;Cacequi;CACEQUI;False;2360.5;True
AMC 60-00;430290;Cacequi;CACEQUI;;2360.5;True
Municípios;4302907;Cacequi;CACEQUI;False;2360.5;False
Mesorregiões;4303;Centro Ocidental Rio-grandense;CENTRO OCIDENTAL RIO-GRANDENSE;False;25800.0;False
Microrregiões;43030;Campanha Central;CAMPANHA CENTRAL;False;17331.6;False
Municípios;4303004;Cachoeira do Sul;CACHOEIRA DO SUL;False;3715.5;False
Microrregiões;43031;Campanha Meridional;CAMPANHA MERIDIONAL;False;14620.700000000003;False
AMC 91-00;430310;Cachoeirinha;CACHOEIRINHA;False;43.7;True
AMC 70-00;430310;Cachoeirinha;CACHOEIRINHA;False;43.7;True
Municípios;4303103;Cachoeirinha;CACHOEIRINHA;False;43.7;False
Microrregiões;43032;Serras de Sudeste;SERRAS DE SUDESTE;False;15144.0;False
Municípios;4303202;Cacique Doble;CACIQUE DOBLE;False;206.0;False
Microrregiões;43033;Pelotas;PELOTAS;False;10256.1;False
AMC 70-00;430330;Caibaté;CAIBATE;False;374.6;True
AMC 91-00;430330;Caibaté;CAIBATE;False;374.6;True
Municípios;4303301;Caibaté;CAIBATE;False;374.6;False
Microrregiões;43034;Jaguarão;JAGUARAO;False;7414.0;False
AMC 91-00;430340;Caiçara;CAICARA;False;189.4;True
AMC 70-00;430340;Caiçara;CAICARA;False;189.4;True
Municípios;4303400;Caiçara;CAICARA;False;189.4;False
Microrregiões;43035;Litoral Lagunar;LITORAL LAGUNAR;False;9414.5;False
Municípios;4303509;Camaquã;CAMAQUA;False;1683.2;False
AMC 91-00;430355;Camargo;CAMARGO;False;137.8;True
Municípios;4303558;Camargo;CAMARGO;False;137.8;False
AMC 91-00;430360;Cambará do Sul;CAMBARA DO SUL;False;1159.1;True
AMC 70-00;430360;Cambará do Sul;CAMBARA DO SUL;False;1159.1;True
Municípios;4303608;Cambará do Sul;CAMBARA DO SUL;False;1159.1;False
Municípios;4303673;Campestre da Serra;CAMPESTRE DA SERRA;False;539.0;False
Municípios;4303707;Campina das Missões;CAMPINA DAS MISSOES;False;227.9;False
AMC 70-00;430380;Campinas do Sul;CAMPINAS DO SUL;False;450.9;True
AMC 91-00;430380;Campinas do Sul;CAMPINAS DO SUL;False;450.9;True
Municípios;4303806;Campinas do Sul;CAMPINAS DO SUL;False;450.9;False
AMC 91-00;430390;Campo Bom;CAMPO BOM;False;59.9;True
AMC 60-00;430390;Campo Bom;CAMPO BOM;;59.9;True
AMC 70-00;430390;Campo Bom;CAMPO BOM;False;59.9;True
Municípios;4303905;Campo Bom;CAMPO BOM;False;59.9;False
Mesorregiões;4304;Centro Oriental Rio-grandense;CENTRO ORIENTAL RIO-GRANDENSE;False;17205.0;False
Municípios;4304002;Campo Novo;CAMPO NOVO;False;222.9;False
AMC 91-00;430410;Campos Borges;CAMPOS BORGES;False;180.0;True
Municípios;4304101;Campos Borges;CAMPOS BORGES;False;180.0;False
Municípios;4304200;Candelária;CANDELARIA;False;940.1;False
AMC 91-00;430430;Cândido Godói;CANDIDO GODOI;False;247.2;True
AMC 70-00;430430;Cândido Godói;CANDIDO GODOI;False;247.2;True
Municípios;4304309;Cândido Godói;CANDIDO GODOI;False;247.2;False
Municípios;4304358;Candiota;CANDIOTA;False;597.2;False
AMC 70-00;430440;Canela;CANELA;False;252.9;True
AMC 91-00;430440;Canela;CANELA;False;252.9;True
AMC 60-00;430440;Canela;CANELA;;252.9;True
Municípios;4304408;Canela;CANELA;False;252.9;False
AMC 91-00;430450;Canguçu;CANGUCU;False;3520.6;True
Municípios;4304507;Canguçu;CANGUCU;False;3520.6;False
Municípios;4304606;Canoas;CANOAS;False;131.1;False
Municípios;4304614;Canudos do Vale;CANUDOS DO VALE;False;0.0;False
Municípios;4304622;Capão Bonito do Sul;CAPAO BONITO DO SUL;False;0.0;False
Municípios;4304630;Capão da Canoa;CAPAO DA CANOA;False;96.7;False
Municípios;4304655;Capão do Cipó;CAPAO DO CIPO;False;0.0;False
AMC 91-00;430466;Capão do Leão;CAPAO DO LEAO;False;784.0;True
Municípios;4304663;Capão do Leão;CAPAO DO LEAO;False;784.0;False
Municípios;4304671;Capivari do Sul;CAPIVARI DO SUL;False;413.6;False
AMC 91-00;430468;Capela de Santana;CAPELA DE SANTANA;False;181.7;True
Municípios;4304689;Capela de Santana;CAPELA DE SANTANA;False;181.7;False
Municípios;4304697;Capitão;CAPITAO;False;70.1;False
Municípios;4304705;Carazinho;CARAZINHO;False;909.9;False
Municípios;4304713;Caraá;CARAA;False;295.3;False
AMC 91-00;430480;Carlos Barbosa;CARLOS BARBOSA;False;208.1;True
Municípios;4304804;Carlos Barbosa;CARLOS BARBOSA;False;208.1;False
Municípios;4304853;Carlos Gomes;CARLOS GOMES;False;84.1;False
Municípios;4304903;Casca;CASCA;False;270.8;False
AMC 91-00;430495;Caseiros;CASEIROS;False;240.0;True
Municípios;4304952;Caseiros;CASEIROS;False;240.0;False
Mesorregiões;4305;Metropolitana de Porto Alegre;METROPOLITANA DE PORTO ALEGRE;False;29779.200000000004;False
Municípios;4305009;Catuípe;CATUIPE;False;612.6;False
Municípios;4305108;Caxias do Sul;CAXIAS DO SUL;False;1588.4;False
Municípios;4305116;Centenário;CENTENARIO;False;133.7;False
Municípios;4305124;Cerrito;CERRITO;False;461.5;False
Municípios;4305132;Cerro Branco;CERRO BRANCO;False;156.4;False
Municípios;4305157;Cerro Grande;CERRO GRANDE;False;74.7;False
Municípios;4305173;Cerro Grande do Sul;CERRO GRANDE DO SUL;False;324.4;False
Municípios;4305207;Cerro Largo;CERRO LARGO;False;174.6;False
Municípios;4305306;Chapada;CHAPADA;False;695.6;False
AMC 91-00;430535;Charqueadas;CHARQUEADAS;False;214.8;True
Municípios;4305355;Charqueadas;CHARQUEADAS;False;214.8;False
Municípios;4305371;Charrua;CHARRUA;False;199.3;False
Municípios;4305405;Chiapetta;CHIAPETTA;False;397.5;False
Municípios;4305439;Chuí;CHUI;False;200.7;False
Municípios;4305447;Chuvisca;CHUVISCA;False;214.2;False
Municípios;4305454;Cidreira;CIDREIRA;False;241.9;False
