NIVNOME;TERCODIGO;TERNOME;TERNOMEPADRAO;TERCAPITAL;TERAREA;NIVAMC
AMC 60-00;320380;Muqui;MUQUI;;311.4;True
AMC 70-00;320380;Muqui;MUQUI;False;311.4;True
AMC 91-00;320380;Muqui;MUQUI;False;311.4;True
Municípios;3203809;Muqui;MUQUI;False;311.4;False
Municípios;3203908;Nova Venécia;NOVA VENECIA;False;1430.0;False
Mesorregiões;3204;Sul Espírito-santense;SUL ESPIRITO-SANTENSE;False;8867.699999999999;False
AMC 91-00;320400;Pancas;PANCAS;False;826.6;True
Municípios;3204005;Pancas;PANCAS;False;826.6;False
AMC 91-00;320405;Pedro Canário;PEDRO CANARIO;False;582.3;True
Municípios;3204054;Pedro Canário;PEDRO CANARIO;False;582.3;False
AMC 91-00;320410;Pinheiros;PINHEIROS;False;887.8;True
AMC 70-00;320410;Pinheiros;PINHEIROS;False;887.8;True
Municípios;3204104;Pinheiros;PINHEIROS;False;887.8;False
AMC 70-00;320420;Piúma;PIUMA;False;73.2;True
AMC 91-00;320420;Piúma;PIUMA;False;73.2;True
Municípios;3204203;Piúma;PIUMA;False;73.2;False
Municípios;3204252;Ponto Belo;PONTO BELO;False;472.0;False
AMC 91-00;320430;Presidente Kennedy;PRESIDENTE KENNEDY;False;588.3;True
AMC 70-00;320430;Presidente Kennedy;PRESIDENTE KENNEDY;False;588.3;True
Municípios;3204302;Presidente Kennedy;PRESIDENTE KENNEDY;False;588.3;False
AMC 91-00;320435;Rio Bananal;RIO BANANAL;False;696.4;True
Municípios;3204351;Rio Bananal;RIO BANANAL;False;696.4;False
AMC 20-00;320440;Rio Novo do Sul;RIO NOVO DO SUL;;205.7;True
AMC 60-00;320440;Rio Novo do Sul;RIO NOVO DO SUL;;205.7;True
AMC 40-00;320440;Rio Novo do Sul;RIO NOVO DO SUL;;205.7;True
AMC 91-00;320440;Rio Novo do Sul;RIO NOVO DO SUL;False;205.7;True
AMC 70-00;320440;Rio Novo do Sul;RIO NOVO DO SUL;False;205.7;True
Municípios;3204401;Rio Novo do Sul;RIO NOVO DO SUL;False;205.7;False
AMC 91-00;320450;Santa Leopoldina;SANTA LEOPOLDINA;False;712.8;True
Municípios;3204500;Santa Leopoldina;SANTA LEOPOLDINA;False;712.8;False
AMC 91-00;320455;Santa Maria de Jetibá;SANTA MARIA DE JETIBA;False;736.3;True
Municípios;3204559;Santa Maria de Jetibá;SANTA MARIA DE JETIBA;False;736.3;False
Municípios;3204609;Santa Teresa;SANTA TERESA;False;711.1;False
Municípios;3204658;São Domingos do Norte;SAO DOMINGOS DO NORTE;False;298.9;False
Municípios;3204708;São Gabriel da Palha;SAO GABRIEL DA PALHA;False;434.6;False
AMC 91-00;320480;São José do Calçado;SAO JOSE DO CALCADO;False;279.4;True
AMC 70-00;320480;São José do Calçado;SAO JOSE DO CALCADO;False;279.4;True
Municípios;3204807;São José do Calçado;SAO JOSE DO CALCADO;False;279.4;False
AMC 91-00;320490;São Mateus;SAO MATEUS;False;2327.4;True
Municípios;3204906;São Mateus;SAO MATEUS;False;2327.4;False
Municípios;3204955;São Roque do Canaã;SAO ROQUE DO CANAA;False;342.5;False
AMC 40-00;320500;Serra;SERRA;;552.7;True
AMC 60-00;320500;Serra;SERRA;;552.7;True
AMC 20-00;320500;Serra;SERRA;;552.7;True
AMC 91-00;320500;Serra;SERRA;False;552.7;True
AMC 1872-00;320500;Serra;SERRA;;552.7;True
AMC 70-00;320500;Serra;SERRA;False;552.7;True
Municípios;3205002;Serra;SERRA;False;552.7;False
Municípios;3205010;Sooretama;SOORETAMA;False;587.7;False
AMC 91-00;320503;Vargem Alta;VARGEM ALTA;False;407.9;True
Municípios;3205036;Vargem Alta;VARGEM ALTA;False;407.9;False
AMC 91-00;320506;Venda Nova do Imigrante;VENDA NOVA DO IMIGRANTE;False;188.9;True
Municípios;3205069;Venda Nova do Imigrante;VENDA NOVA DO IMIGRANTE;False;188.9;False
AMC 20-00;320510;Viana;VIANA;;294.9;True
AMC 60-00;320510;Viana;VIANA;;294.9;True
AMC 40-00;320510;Viana;VIANA;;294.9;True
AMC 91-00;320510;Viana;VIANA;False;294.9;True
AMC 70-00;320510;Viana;VIANA;False;294.9;True
Municípios;3205101;Viana;VIANA;False;294.9;False
Municípios;3205150;Vila Pavão;VILA PAVAO;False;436.3;False
Municípios;3205176;Vila Valério;VILA VALERIO;False;472.7;False
AMC 40-00;320520;Vila Velha;VILA VELHA;;218.8;True
AMC 60-00;320520;Vila Velha;VILA VELHA;;218.8;True
AMC 20-00;320520;Vila Velha;VILA VELHA;;218.8;True
AMC 70-00;320520;Vila Velha;VILA VELHA;False;218.8;True
AMC 91-00;320520;Vila Velha;VILA VELHA;False;218.8;True
Municípios;3205200;Vila Velha;VILA VELHA;False;218.8;False
AMC 20-00;320530;Vitória;VITORIA;;89.0;True
AMC 60-00;320530;Vitória;VITORIA;;89.0;True
AMC 40-00;320530;Vitória;VITORIA;;89.0;True
AMC 91-00;320530;Vitória;VITORIA;False;89.0;True
AMC 70-00;320530;Vitória;VITORIA;False;89.0;True
Municípios;3205309;Vitória;VITORIA;True;89.0;False
Municípios;3299919;Riacho;RIACHO;False;0.0;False
Municípios;3299929;Ponte do Itabapoana;PONTE DO ITABAPOANA;False;0.0;False
AMC 1872-00;32AMC1872_1997001;AMC1872_1997 001;AMC1872_1997 001;;1310.8;True
AMC 1872-00;32AMC1872_1997002;AMC1872_1997 002;AMC1872_1997 002;;1419.0;True
AMC 1872-00;32AMC1872_1997003;AMC1872_1997 003;AMC1872_1997 003;;7774.2;True
AMC 1872-00;32AMC1872_1997004;AMC1872_1997 004;AMC1872_1997 004;;4612.7;True
AMC 1872-00;32AMC1872_1997005;AMC1872_1997 005;AMC1872_1997 005;;1849.7999999999997;True
AMC 1872-00;32AMC1872_1997006;AMC1872_1997 006;AMC1872_1997 006;;19838.0;True
AMC 1872-00;32AMC1872_1997007;AMC1872_1997 007;AMC1872_1997 007;;7975.100000000001;True
AMC 20-00;32AMC2097001;AMC2097 001;AMC2097 001;;1749.9;True
AMC 20-00;32AMC2097002;AMC2097 002;AMC2097 002;;2066.0;True
AMC 20-00;32AMC2097003;AMC2097 003;AMC2097 003;;1419.0;True
AMC 20-00;32AMC2097004;AMC2097 004;AMC2097 004;;2742.0;True
AMC 20-00;32AMC2097005;AMC2097 005;AMC2097 005;;4612.7;True
AMC 20-00;32AMC2097006;AMC2097 006;AMC2097 006;;1529.0;True
AMC 20-00;32AMC2097007;AMC2097 007;AMC2097 007;;473.5;True
AMC 20-00;32AMC2097008;AMC2097 008;AMC2097 008;;276.2;True
AMC 20-00;32AMC2097009;AMC2097 009;AMC2097 009;;831.5;True
AMC 20-00;32AMC2097010;AMC2097 010;AMC2097 010;;1279.1;True
AMC 20-00;32AMC2097011;AMC2097 011;AMC2097 011;;890.3;True
AMC 20-00;32AMC2097012;AMC2097 012;AMC2097 012;;1079.5;True
AMC 20-00;32AMC2097013;AMC2097 013;AMC2097 013;;1449.1;True
AMC 20-00;32AMC2097014;AMC2097 014;AMC2097 014;;1053.6;True
AMC 20-00;32AMC2097015;AMC2097 015;AMC2097 015;;365.0;True
AMC 20-00;32AMC2097016;AMC2097 016;AMC2097 016;;19838.0;True
AMC 40-00;32AMC4097001;AMC4097 001;AMC4097 001;;1749.9;True
AMC 40-00;32AMC4097002;AMC4097 002;AMC4097 002;;1268.6999999999998;True
AMC 40-00;32AMC4097003;AMC4097 003;AMC4097 003;;1527.9;True
AMC 40-00;32AMC4097004;AMC4097 004;AMC4097 004;;1214.1;True
AMC 40-00;32AMC4097005;AMC4097 005;AMC4097 005;;4612.7;True
AMC 40-00;32AMC4097006;AMC4097 006;AMC4097 006;;1529.0;True
AMC 40-00;32AMC4097007;AMC4097 007;AMC4097 007;;797.3;True
AMC 40-00;32AMC4097008;AMC4097 008;AMC4097 008;;473.5;True
AMC 40-00;32AMC4097009;AMC4097 009;AMC4097 009;;276.2;True
AMC 40-00;32AMC4097010;AMC4097 010;AMC4097 010;;831.5;True
AMC 40-00;32AMC4097011;AMC4097 011;AMC4097 011;;1279.1;True
AMC 40-00;32AMC4097012;AMC4097 012;AMC4097 012;;890.3;True
AMC 40-00;32AMC4097013;AMC4097 013;AMC4097 013;;1079.5;True
AMC 40-00;32AMC4097014;AMC4097 014;AMC4097 014;;1449.1;True
AMC 40-00;32AMC4097015;AMC4097 015;AMC4097 015;;1053.6;True
AMC 40-00;32AMC4097016;AMC4097 016;AMC4097 016;;365.0;True
AMC 40-00;32AMC4097017;AMC4097 017;AMC4097 017;;18907.0;True
AMC 60-00;32AMC6097001;AMC6097 001;AMC6097 001;;1749.9;True
AMC 60-00;32AMC6097002;AMC6097 002;AMC6097 002;;1105.1;True
AMC 60-00;32AMC6097003;AMC6097 003;AMC6097 003;;1527.9;True
AMC 60-00;32AMC6097004;AMC6097 004;AMC6097 004;;1214.1;True
AMC 60-00;32AMC6097005;AMC6097 005;AMC6097 005;;4612.7;True
AMC 60-00;32AMC6097006;AMC6097 006;AMC6097 006;;1529.0;True
AMC 60-00;32AMC6097007;AMC6097 007;AMC6097 007;;797.3;True
AMC 60-00;32AMC6097008;AMC6097 008;AMC6097 008;;473.5;True
AMC 60-00;32AMC6097009;AMC6097 009;AMC6097 009;;276.2;True
AMC 60-00;32AMC6097010;AMC6097 010;AMC6097 010;;831.5;True
AMC 60-00;32AMC6097011;AMC6097 011;AMC6097 011;;1279.1;True
AMC 60-00;32AMC6097012;AMC6097 012;AMC6097 012;;890.3;True
AMC 60-00;32AMC6097013;AMC6097 013;AMC6097 013;;1866.3;True
AMC 60-00;32AMC6097014;AMC6097 014;AMC6097 014;;1449.1;True
AMC 60-00;32AMC6097015;AMC6097 015;AMC6097 015;;1053.6;True
AMC 60-00;32AMC6097016;AMC6097 016;AMC6097 016;;365.0;True
AMC 60-00;32AMC6097017;AMC6097 017;AMC6097 017;;17040.7;True
AMC 70-00;32AMC7097001;AMC7097 001;AMC7097 001;False;1749.9;True
AMC 70-00;32AMC7097002;AMC7097 002;AMC7097 002;False;1105.1;True
AMC 70-00;32AMC7097003;AMC7097 003;AMC7097 003;False;1429.1;True
AMC 70-00;32AMC7097004;AMC7097 004;AMC7097 004;False;1300.8;True
AMC 70-00;32AMC7097005;AMC7097 005;AMC7097 005;False;2396.0;True
AMC 70-00;32AMC7097006;AMC7097 006;AMC7097 006;False;1621.8999999999999;True
AMC 70-00;32AMC7097007;AMC7097 007;AMC7097 007;False;550.6;True
AMC 70-00;32AMC7097008;AMC7097 008;AMC7097 008;False;1529.0;True
AMC 70-00;32AMC7097009;AMC7097 009;AMC7097 009;False;473.5;True
AMC 70-00;32AMC7097010;AMC7097 010;AMC7097 010;False;690.8;True
AMC 70-00;32AMC7097011;AMC7097 011;AMC7097 011;False;890.3;True
AMC 70-00;32AMC7097012;AMC7097 012;AMC7097 012;False;6102.099999999999;True
AMC 70-00;32AMC7097013;AMC7097 013;AMC7097 013;False;1009.2;True
AMC 70-00;32AMC7097014;AMC7097 014;AMC7097 014;False;1866.3;True
AMC 70-00;32AMC7097015;AMC7097 015;AMC7097 015;False;1060.8;True
AMC 70-00;32AMC7097016;AMC7097 016;AMC7097 016;False;1449.1;True
AMC 70-00;32AMC7097017;AMC7097 017;AMC7097 017;False;1053.6;True
AMC 70-00;32AMC7097018;AMC7097 018;AMC7097 018;False;3047.8;True
AMC 91-00;32AMC9197001;AMC9197 001;AMC9197 001;False;1299.9;True
AMC 91-00;32AMC9197002;AMC9197 002;AMC9197 002;False;2088.2;True
AMC 91-00;32AMC9197003;AMC9197 003;AMC9197 003;False;1529.0;True
AMC 91-00;32AMC9197004;AMC9197 004;AMC9197 004;False;690.8;True
AMC 91-00;32AMC9197005;AMC9197 005;AMC9197 005;False;663.0;True
AMC 91-00;32AMC9197006;AMC9197 006;AMC9197 006;False;4955.3;True
AMC 91-00;32AMC9197007;AMC9197 007;AMC9197 007;False;1009.2;True
AMC 91-00;32AMC9197008;AMC9197 008;AMC9197 008;False;1866.3;True
AMC 91-00;32AMC9197009;AMC9197 009;AMC9197 009;False;1053.6;True
Estados;33;Rio de Janeiro;RIO DE JANEIRO;False;43909.700000000004;False
Área metropolitana;33 ME 01;Área Metropolitana do Rio de Janeiro - Rio de Janeiro;Área Metropolitana do Rio de Janeiro - Rio de Janeiro;False;5738.3;True
Estado/RM;33_ME_01;Área Metropolitana do Rio de Janeiro;Área Metropolitana do Rio de Janeiro;False;0.0;False
Estado/RM;33_UNME_00;Áreas Não Metropolitanas;Áreas Não Metropolitanas;False;0.0;False
Microrregiões;33001;Itaperuna;ITAPERUNA;False;3137.5000000000005;False
AMC 20-00;330010;Angra dos Reis;ANGRA DOS REIS;;816.3;True
AMC 60-00;330010;Angra dos Reis;ANGRA DOS REIS;;816.3;True
AMC 40-00;330010;Angra dos Reis;ANGRA DOS REIS;;816.3;True
AMC 91-00;330010;Angra dos Reis;ANGRA DOS REIS;False;816.3;True
AMC 1872-00;330010;Angra dos Reis;ANGRA DOS REIS;;816.3;True
AMC 70-00;330010;Angra dos Reis;ANGRA DOS REIS;False;816.3;True
Municípios;3300100;Angra dos Reis;ANGRA DOS REIS;False;816.3;False
Municípios;3300159;Aperibé;APERIBE;False;89.5;False
Microrregiões;33002;Santo Antônio de Pádua;SANTO ANTONIO DE PADUA;False;2251.0000000000005;False
AMC 20-00;330020;Araruama;ARARUAMA;;635.4;True
AMC 40-00;330020;Araruama;ARARUAMA;;635.4;True
AMC 60-00;330020;Araruama;ARARUAMA;;635.4;True
AMC 70-00;330020;Araruama;ARARUAMA;False;635.4;True
AMC 1872-00;330020;Araruama;ARARUAMA;;635.4;True
AMC 91-00;330020;Araruama;ARARUAMA;False;635.4;True
Municípios;3300209;Araruama;ARARUAMA;False;635.4;False
Municípios;3300225;Areal;AREAL;False;111.8;False
Municípios;3300233;Armação dos Búzios;ARMACAO DOS BUZIOS;False;69.5;False
AMC 91-00;330025;Arraial do Cabo;ARRAIAL DO CABO;False;158.1;True
Municípios;3300258;Arraial do Cabo;ARRAIAL DO CABO;False;158.1;False
Microrregiões;33003;Campos dos Goytacazes;CAMPOS DOS GOYTACAZES;False;7164.400000000001;False
AMC 60-00;330030;Barra do Piraí;BARRA DO PIRAI;;579.8;True
AMC 91-00;330030;Barra do Piraí;BARRA DO PIRAI;False;579.8;True
AMC 70-00;330030;Barra do Piraí;BARRA DO PIRAI;False;579.8;True
Municípios;3300308;Barra do Piraí;BARRA DO PIRAI;False;579.8;False
Microrregiões;33004;Macaé;MACAE;False;2590.7;False
Municípios;3300407;Barra Mansa;BARRA MANSA;False;548.9;False
Municípios;3300456;Belford Roxo;BELFORD ROXO;False;80.0;False
Microrregiões;33005;Três Rios;TRES RIOS;False;1668.6;False
AMC 20-00;330050;Bom Jardim;BOM JARDIM;;386.0;True
AMC 60-00;330050;Bom Jardim;BOM JARDIM;;386.0;True
AMC 40-00;330050;Bom Jardim;BOM JARDIM;;386.0;True
AMC 70-00;330050;Bom Jardim;BOM JARDIM;False;386.0;True
AMC 91-00;330050;Bom Jardim;BOM JARDIM;False;386.0;True
Municípios;3300506;Bom Jardim;BOM JARDIM;False;386.0;False
Microrregiões;33006;Cantagalo-Cordeiro;CANTAGALO-CORDEIRO;False;1324.0;False
AMC 40-00;330060;Bom Jesus do Itabapoana;BOM JESUS DO ITABAPOANA;;600.5;True
AMC 60-00;330060;Bom Jesus do Itabapoana;BOM JESUS DO ITABAPOANA;;600.5;True
AMC 91-00;330060;Bom Jesus do Itabapoana;BOM JESUS DO ITABAPOANA;False;600.5;True
AMC 70-00;330060;Bom Jesus do Itabapoana;BOM JESUS DO ITABAPOANA;False;600.5;True
Municípios;3300605;Bom Jesus do Itabapoana;BOM JESUS DO ITABAPOANA;False;600.5;False
Microrregiões;33007;Nova Friburgo;NOVA FRIBURGO;False;2060.7;False
Municípios;3300704;Cabo Frio;CABO FRIO;False;404.0;False
Microrregiões;33008;Santa Maria Madalena;SANTA MARIA MADALENA;False;1781.8000000000002;False
AMC 20-00;330080;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;;958.2;True
AMC 60-00;330080;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;;958.2;True
AMC 40-00;330080;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;;958.2;True
AMC 70-00;330080;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;False;958.2;True
AMC 91-00;330080;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;False;958.2;True
AMC 1872-00;330080;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;;958.2;True
Municípios;3300803;Cachoeiras de Macacu;CACHOEIRAS DE MACACU;False;958.2;False
Microrregiões;33009;Bacia de São João;BACIA DE SAO JOAO;False;1633.9;False
Municípios;3300902;Cambuci;CAMBUCI;False;563.2;False
Municípios;3300936;Carapebus;CARAPEBUS;False;306.4;False
Municípios;3300951;Comendador Levy Gasparian;COMENDADOR LEVY GASPARIAN;False;107.5;False
Mesorregiões;3301;Noroeste Fluminense;NOROESTE FLUMINENSE;False;5388.500000000001;False
Microrregiões;33010;Lagos;LAGOS;False;2016.8000000000002;False
Municípios;3301009;Campos dos Goytacazes;CAMPOS DOS GOYTACAZES;False;4037.8;False
Microrregiões;33011;Vale do Paraíba Fluminense;VALE DO PARAIBA FLUMINENSE;False;3838.2;False
Municípios;3301108;Cantagalo;CANTAGALO;False;719.3;False
Municípios;3301157;Cardoso Moreira;CARDOSO MOREIRA;False;516.3;False
Microrregiões;33012;Barra do Piraí;BARRA DO PIRAI;False;2366.8999999999996;False
AMC 20-00;330120;Carmo;CARMO;;354.7;True
AMC 40-00;330120;Carmo;CARMO;;354.7;True
AMC 60-00;330120;Carmo;CARMO;;354.7;True
AMC 91-00;330120;Carmo;CARMO;False;354.7;True
AMC 70-00;330120;Carmo;CARMO;False;354.7;True
Municípios;3301207;Carmo;CARMO;False;354.7;False
Microrregiões;33013;Baía da Ilha Grande;BAIA DA ILHA GRANDE;False;1747.0;False
Municípios;3301306;Casimiro de Abreu;CASIMIRO DE ABREU;False;462.9;False
Microrregiões;33014;Vassouras;VASSOURAS;False;1558.6;False
AMC 60-00;330140;Conceição de Macabu;CONCEICAO DE MACABU;;348.5;True
AMC 70-00;330140;Conceição de Macabu;CONCEICAO DE MACABU;False;348.5;True
AMC 91-00;330140;Conceição de Macabu;CONCEICAO DE MACABU;False;348.5;True
Municípios;3301405;Conceição de Macabu;CONCEICAO DE MACABU;False;348.5;False
Microrregiões;33015;Serrana;SERRANA;False;1789.6;False
Municípios;3301504;Cordeiro;CORDEIRO;False;116.3;False
Microrregiões;33016;Macacu-Caceribu;MACACU-CACERIBU;False;1421.5;False
AMC 20-00;330160;Duas Barras;DUAS BARRAS;;343.5;True
AMC 60-00;330160;Duas Barras;DUAS BARRAS;;343.5;True
AMC 40-00;330160;Duas Barras;DUAS BARRAS;;343.5;True
AMC 91-00;330160;Duas Barras;DUAS BARRAS;False;343.5;True
AMC 70-00;330160;Duas Barras;DUAS BARRAS;False;343.5;True
Municípios;3301603;Duas Barras;DUAS BARRAS;False;343.5;False
Microrregiões;33017;Itaguaí;ITAGUAI;False;906.7;False
AMC 60-00;330170;Duque de Caxias;DUQUE DE CAXIAS;;465.7;True
AMC 70-00;330170;Duque de Caxias;DUQUE DE CAXIAS;False;465.7;True
AMC 91-00;330170;Duque de Caxias;DUQUE DE CAXIAS;False;465.7;True
Municípios;3301702;Duque de Caxias;DUQUE DE CAXIAS;False;465.7;False
Microrregiões;33018;Rio de Janeiro;RIO DE JANEIRO;False;4651.8;False
AMC 60-00;330180;Engenheiro Paulo de Frontin;ENGENHEIRO PAULO DE FRONTIN;;139.4;True
AMC 91-00;330180;Engenheiro Paulo de Frontin;ENGENHEIRO PAULO DE FRONTIN;False;139.4;True
AMC 70-00;330180;Engenheiro Paulo de Frontin;ENGENHEIRO PAULO DE FRONTIN;False;139.4;True
Municípios;3301801;Engenheiro Paulo de Frontin;ENGENHEIRO PAULO DE FRONTIN;False;139.4;False
Municípios;3301850;Guapimirim;GUAPIMIRIM;False;361.7;False
Municípios;3301876;Iguaba Grande;IGUABA GRANDE;False;36.2;False
Municípios;3301900;Itaboraí;ITABORAI;False;428.6;False
Mesorregiões;3302;Norte Fluminense;NORTE FLUMINENSE;False;9755.1;False
Municípios;3302007;Itaguaí;ITAGUAI;False;278.3;False
AMC 91-00;330205;Italva;ITALVA;False;297.0;True
Municípios;3302056;Italva;ITALVA;False;297.0;False
AMC 20-00;330210;Itaocara;ITAOCARA;;429.6;True
AMC 60-00;330210;Itaocara;ITAOCARA;;429.6;True
AMC 40-00;330210;Itaocara;ITAOCARA;;429.6;True
AMC 91-00;330210;Itaocara;ITAOCARA;False;429.6;True
AMC 70-00;330210;Itaocara;ITAOCARA;False;429.6;True
Municípios;3302106;Itaocara;ITAOCARA;False;429.6;False
AMC 70-00;330220;Itaperuna;ITAPERUNA;False;1108.4;True
AMC 91-00;330220;Itaperuna;ITAPERUNA;False;1108.4;True
Municípios;3302205;Itaperuna;ITAPERUNA;False;1108.4;False
AMC 91-00;330225;Itatiaia;ITATIAIA;False;225.5;True
Municípios;3302254;Itatiaia;ITATIAIA;False;225.5;False
Municípios;3302270;Japeri;JAPERI;False;82.9;False
AMC 91-00;330230;Laje do Muriaé;LAJE DO MURIAE;False;251.2;True
AMC 70-00;330230;Laje do Muriaé;LAJE DO MURIAE;False;251.2;True
Municípios;3302304;Laje do Muriaé;LAJE DO MURIAE;False;251.2;False
Municípios;3302403;Macaé;MACAE;False;1218.1;False
Municípios;3302452;Macuco;MACUCO;False;133.7;False
Municípios;3302502;Magé;MAGE;False;386.6;False
AMC 40-00;330260;Mangaratiba;MANGARATIBA;;360.7;True
AMC 60-00;330260;Mangaratiba;MANGARATIBA;;360.7;True
AMC 20-00;330260;Mangaratiba;MANGARATIBA;;360.7;True
AMC 70-00;330260;Mangaratiba;MANGARATIBA;False;360.7;True
AMC 91-00;330260;Mangaratiba;MANGARATIBA;False;360.7;True
AMC 1872-00;330260;Mangaratiba;MANGARATIBA;;360.7;True
Municípios;3302601;Mangaratiba;MANGARATIBA;False;360.7;False
AMC 20-00;330270;Maricá;MARICA;;363.8;True
AMC 60-00;330270;Maricá;MARICA;;363.8;True
AMC 40-00;330270;Maricá;MARICA;;363.8;True
AMC 1872-00;330270;Maricá;MARICA;;363.8;True
AMC 91-00;330270;Maricá;MARICA;False;363.8;True
AMC 70-00;330270;Maricá;MARICA;False;363.8;True
Municípios;3302700;Maricá;MARICA;False;363.8;False
AMC 60-00;330280;Mendes;MENDES;;77.5;True
AMC 70-00;330280;Mendes;MENDES;False;77.5;True
AMC 91-00;330280;Mendes;MENDES;False;77.5;True
Municípios;3302809;Mendes;MENDES;False;77.5;False
Municípios;3302858;Mesquita;MESQUITA;False;0.0;False
AMC 60-00;330290;Miguel Pereira;MIGUEL PEREIRA;;288.1;True
AMC 91-00;330290;Miguel Pereira;MIGUEL PEREIRA;False;288.1;True
AMC 70-00;330290;Miguel Pereira;MIGUEL PEREIRA;False;288.1;True
Municípios;3302908;Miguel Pereira;MIGUEL PEREIRA;False;288.1;False
Mesorregiões;3303;Centro Fluminense;CENTRO FLUMINENSE;False;6835.0999999999985;False
AMC 60-00;330300;Miracema;MIRACEMA;;302.2;True
AMC 40-00;330300;Miracema;MIRACEMA;;302.2;True
AMC 70-00;330300;Miracema;MIRACEMA;False;302.2;True
AMC 91-00;330300;Miracema;MIRACEMA;False;302.2;True
Municípios;3303005;Miracema;MIRACEMA;False;302.2;False
Municípios;3303104;Natividade;NATIVIDADE;False;387.3;False
AMC 60-00;330320;Nilópolis;NILOPOLIS;;19.2;True
AMC 91-00;330320;Nilópolis;NILOPOLIS;False;19.2;True
AMC 70-00;330320;Nilópolis;NILOPOLIS;False;19.2;True
Municípios;3303203;Nilópolis;NILOPOLIS;False;19.2;False
AMC 60-00;330330;Niterói;NITEROI;;131.8;True
AMC 40-00;330330;Niterói;NITEROI;;131.8;True
AMC 20-00;330330;Niterói;NITEROI;;131.8;True
AMC 70-00;330330;Niterói;NITEROI;False;131.8;True
AMC 91-00;330330;Niterói;NITEROI;False;131.8;True
Municípios;3303302;Niterói;NITEROI;False;131.8;False
AMC 20-00;330340;Nova Friburgo;NOVA FRIBURGO;;935.0;True
AMC 40-00;330340;Nova Friburgo;NOVA FRIBURGO;;935.0;True
AMC 60-00;330340;Nova Friburgo;NOVA FRIBURGO;;935.0;True
AMC 91-00;330340;Nova Friburgo;NOVA FRIBURGO;False;935.0;True
AMC 70-00;330340;Nova Friburgo;NOVA FRIBURGO;False;935.0;True
Municípios;3303401;Nova Friburgo;NOVA FRIBURGO;False;935.0;False
Municípios;3303500;Nova Iguaçu;NOVA IGUACU;False;559.4;False
AMC 70-00;330360;Paracambi;PARACAMBI;False;179.8;True
AMC 91-00;330360;Paracambi;PARACAMBI;False;179.8;True
Municípios;3303609;Paracambi;PARACAMBI;False;179.8;False
AMC 60-00;330370;Paraíba do Sul;PARAIBA DO SUL;;582.2;True
AMC 40-00;330370;Paraíba do Sul;PARAIBA DO SUL;;582.2;True
AMC 91-00;330370;Paraíba do Sul;PARAIBA DO SUL;False;582.2;True
AMC 70-00;330370;Paraíba do Sul;PARAIBA DO SUL;False;582.2;True
Municípios;3303708;Paraíba do Sul;PARAIBA DO SUL;False;582.2;False
AMC 40-00;330380;Parati;PARATI;;930.7;True
AMC 60-00;330380;Parati;PARATI;;930.7;True
AMC 20-00;330380;Parati;PARATI;;930.7;True
AMC 70-00;330380;Parati;PARATI;False;930.7;True
AMC 91-00;330380;Parati;PARATI;False;930.7;True
AMC 1872-00;330380;Parati;PARATI;;930.7;True
Municípios;3303807;Parati;PARATI;False;930.7;False
AMC 91-00;330385;Paty do Alferes;PATY DO ALFERES;False;320.0;True
Municípios;3303856;Paty do Alferes;PATY DO ALFERES;False;320.0;False
AMC 91-00;330390;Petrópolis;PETROPOLIS;False;776.6;True
Municípios;3303906;Petrópolis;PETROPOLIS;False;776.6;False
Municípios;3303955;Pinheiral;PINHEIRAL;False;77.0;False
Mesorregiões;3304;Baixadas;BAIXADAS;False;3650.7;False
Municípios;3304003;Piraí;PIRAI;False;506.7;False
AMC 60-00;330410;Porciúncula;PORCIUNCULA;;302.8;True
AMC 91-00;330410;Porciúncula;PORCIUNCULA;False;302.8;True
AMC 70-00;330410;Porciúncula;PORCIUNCULA;False;302.8;True
Municípios;3304102;Porciúncula;PORCIUNCULA;False;302.8;False
Municípios;3304110;Porto Real;PORTO REAL;False;50.7;False
Municípios;3304128;Quatis;QUATIS;False;286.9;False
Municípios;3304144;Queimados;QUEIMADOS;False;78.0;False
AMC 91-00;330415;Quissamã;QUISSAMA;False;717.7;True
Municípios;3304151;Quissamã;QUISSAMA;False;717.7;False
Municípios;3304201;Resende;RESENDE;False;1116.2;False
AMC 60-00;330430;Rio Bonito;RIO BONITO;;463.3;True
AMC 40-00;330430;Rio Bonito;RIO BONITO;;463.3;True
AMC 20-00;330430;Rio Bonito;RIO BONITO;;463.3;True
AMC 91-00;330430;Rio Bonito;RIO BONITO;False;463.3;True
AMC 1872-00;330430;Rio Bonito;RIO BONITO;;463.3;True
AMC 70-00;330430;Rio Bonito;RIO BONITO;False;463.3;True
Municípios;3304300;Rio Bonito;RIO BONITO;False;463.3;False
AMC 40-00;330440;Rio Claro;RIO CLARO;;843.5;True
AMC 60-00;330440;Rio Claro;RIO CLARO;;843.5;True
AMC 70-00;330440;Rio Claro;RIO CLARO;False;843.5;True
AMC 91-00;330440;Rio Claro;RIO CLARO;False;843.5;True
Municípios;3304409;Rio Claro;RIO CLARO;False;843.5;False
